	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031
EMS01018	0.5946398659966499	0.7065052950075643	0.6961832061068702	0.7742402315484804	0.7037037037037037	0.7728813559322034	0.7543859649122807	0.6567164179104478	0.691437802907916	0.5913312693498453	0.6916524701873935	0.7061611374407583	0.0	0.6121621621621621	0.5872534142640364	0.8177339901477833	0.6888168557536467	0.7033773861967695	0.6291793313069909	0.727007299270073	0.7902208201892744	0.7144736842105263	0.7492537313432835	0.775811209439528	0.6264367816091954
APA01019	0.6885714285714286	0.6483357452966715	0.6951048951048951	0.7799736495388669	0.691358024691358	0.7833333333333333	0.7536231884057971	0.6589041095890411	0.6849112426035503	0.6031073446327684	0.6989247311827957	0.7041847041847041	0.6121621621621621	0.0	0.5972222222222222	0.8369723435225619	0.6706586826347305	0.6767537826685007	0.6375	0.7269076305220884	0.7809798270893372	0.7246376811594203	0.7624831309041835	0.7749326145552561	0.7158808933002482
MRK01020	0.6480263157894737	0.6803149606299213	0.6073211314475874	0.7424242424242424	0.6635514018691588	0.7618213660245184	0.7245409015025042	0.6394453004622496	0.6694630872483222	0.5914826498422713	0.661319073083779	0.6873977086743044	0.5872534142640364	0.5972222222222222	0.0	0.8164983164983165	0.6553480475382003	0.6615146831530139	0.6084905660377359	0.7045454545454546	0.7684729064039408	0.7027027027027027	0.7251552795031055	0.7549770290964778	0.6867132867132867
SSM01021	0.8295019157088123	0.8345724907063197	0.8364312267657993	0.860036832412523	0.8487544483985765	0.8752834467120182	0.8357894736842105	0.8231173380035026	0.8289738430583501	0.8301886792452831	0.851063829787234	0.8524271844660194	0.8177339901477833	0.8369723435225619	0.8164983164983165	0.0	0.8356713426853707	0.8508771929824561	0.8091872791519434	0.818348623853211	0.8205689277899344	0.8459167950693375	0.8512241054613936	0.8620037807183365	0.8333333333333334
TSY01022	0.7249544626593807	0.7372134038800705	0.7277580071174378	0.7814113597246127	0.6495412844036698	0.760593220338983	0.7411764705882353	0.6811091854419411	0.6791338582677166	0.6426056338028169	0.6757894736842105	0.6770428015564203	0.6888168557536467	0.6706586826347305	0.6553480475382003	0.8356713426853707	0.0	0.6714285714285714	0.6822107081174439	0.7491467576791809	0.7758284600389863	0.7640117994100295	0.7562277580071174	0.7726465364120781	0.7507645259938838
DBM01024	0.7121464226289518	0.7480190174326465	0.7376	0.774294670846395	0.722397476340694	0.6793587174348698	0.7547826086956522	0.6932707355242567	0.6720142602495544	0.6304700162074555	0.685981308411215	0.6909722222222222	0.7033773861967695	0.6767537826685007	0.6615146831530139	0.8508771929824561	0.6714285714285714	0.0	0.6671974522292994	0.7546296296296297	0.7575221238938054	0.7856191744340879	0.7807570977917981	0.7661290322580645	0.7659279778393352
VHW01025	0.6870860927152318	0.731974921630094	0.7133757961783439	0.7789634146341463	0.7087227414330218	0.7582417582417582	0.7105263157894737	0.6068515497553018	0.6619964973730298	0.6220095693779905	0.6678966789667896	0.6831345826235093	0.6291793313069909	0.6375	0.6084905660377359	0.8091872791519434	0.6822107081174439	0.6671974522292994	0.0	0.5559440559440559	0.7632933104631218	0.7503355704697987	0.7225806451612903	0.7692307692307693	0.6944045911047346
SMG01026	0.7491803278688525	0.7654516640253566	0.7328990228013029	0.768370607028754	0.7397476340694006	0.8044280442804428	0.7544169611307421	0.6688206785137318	0.7474402730375427	0.6740858505564388	0.7486437613019892	0.771900826446281	0.727007299270073	0.7269076305220884	0.7045454545454546	0.818348623853211	0.7491467576791809	0.7546296296296297	0.5559440559440559	0.0	0.6812977099236641	0.6808199121522694	0.648936170212766	0.7066895368782161	0.6419753086419753
KSS01027	0.7837338262476895	0.8028419182948491	0.7939068100358423	0.7890909090909091	0.7888307155322862	0.7879464285714286	0.7704918032786885	0.773037542662116	0.6977225672877847	0.7277486910994765	0.7430406852248393	0.7563352826510721	0.7902208201892744	0.7809798270893372	0.7684729064039408	0.8205689277899344	0.7758284600389863	0.7575221238938054	0.7632933104631218	0.6812977099236641	0.0	0.7284345047923323	0.6727272727272727	0.6862348178137652	0.6819727891156463
KRL01028	0.7546628407460545	0.7298850574712644	0.710948905109489	0.7661971830985915	0.7303370786516854	0.8234375	0.7928464977645305	0.7646276595744681	0.7733918128654971	0.6351744186046512	0.7662538699690402	0.7816091954022989	0.7144736842105263	0.7246376811594203	0.7027027027027027	0.8459167950693375	0.7640117994100295	0.7856191744340879	0.7503355704697987	0.6808199121522694	0.7284345047923323	0.0	0.682370820668693	0.7255192878338279	0.6488340192043895
PBB01029	0.7452667814113597	0.7706270627062707	0.7641196013289037	0.742320819112628	0.7459016393442623	0.7984344422700587	0.7777777777777778	0.7559055118110236	0.7387387387387387	0.7096774193548387	0.665314401622718	0.756140350877193	0.7492537313432835	0.7624831309041835	0.7251552795031055	0.8512241054613936	0.7562277580071174	0.7807570977917981	0.7225806451612903	0.648936170212766	0.6727272727272727	0.682370820668693	0.0	0.6932849364791288	0.6310679611650486
DLD01030	0.7717206132879046	0.7716666666666666	0.7651006711409396	0.7623089983022071	0.7466887417218543	0.8047337278106509	0.7790055248618785	0.7800312012480499	0.7795414462081128	0.7266881028938906	0.7712665406427222	0.6970260223048327	0.775811209439528	0.7749326145552561	0.7549770290964778	0.8620037807183365	0.7726465364120781	0.7661290322580645	0.7692307692307693	0.7066895368782161	0.6862348178137652	0.7255192878338279	0.6932849364791288	0.0	0.6885758998435054
PDD01031	0.6491228070175439	0.7492753623188406	0.7286135693215339	0.7426470588235294	0.7239884393063584	0.7920792079207921	0.7613814756671899	0.7247191011235955	0.721875	0.6460176991150443	0.7423014586709886	0.7488653555219364	0.6264367816091954	0.7158808933002482	0.6867132867132867	0.8333333333333334	0.7507645259938838	0.7659279778393352	0.6944045911047346	0.6419753086419753	0.6819727891156463	0.6488340192043895	0.6310679611650486	0.6885758998435054	0.0
