,0
AR001017,125167.0
RRM01008,124957.0
KSS01027,123805.0
MSY01012,122805.0
RRG01015,119371.0
LPK01006,119251.0
SMG01005,117690.0
AEO01016,117080.0
MML01014,115482.0
VHW01025,115007.0
SMG01004,114416.0
KRL01028,113519.0
TSY01022,112879.0
SMG01026,112706.0
DLD01030,112384.0
PBB01029,111947.0
YRB01013,111422.0
RSM01009,110980.0
MRK01020,110220.0
DBM01024,109581.0
APA01019,109536.0
PRK01002,106379.0
EMS01018,103512.0
PDD01031,85560.0
SSM01021,78468.0
