Taxonomy	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031
Clostridia_vadinBB60_group	0.000127440485293368	0.0029438752102768	0.00804149462201152	0.000152928582352042	0.000484273844114798	8.92083397053576e-05	0	0.000904827445582913	0.000101952388234694	0.000267625019116073	0.000369577407350767	8.92083397053576e-05	0.000229392873528062	0.00573482183820156	0.0017331905999898	0.000203904776469389	0.000178416679410715	0	0.00152928582352042	0.00187337513381251	0	0.00155477392057909	0.000879339348524239	8.92083397053576e-05	0.000165672630881378
Izemoplasmatales	0.000127440485293368	0.000203904776469389	0.00764642911760208	7.64642911760208e-05	0.000178416679410715	0	3.82321455880104e-05	0	0	0	0	0	0	0	0.000458785747056125	0	0	0	0	0	0	3.82321455880104e-05	0.000114696436764031	1.27440485293368e-05	3.82321455880104e-05
Acidaminococcales	0.00115970841616965	0.000764642911760208	1.27440485293368e-05	0.00321150022939287	0.000242136922057399	0.00161849416322577	0.00118519651322832	0.0050211551205587	0.000726410766172198	0.000203904776469389	8.92083397053576e-05	3.82321455880104e-05	0.000229392873528062	0.00201355966763521	0.000293113116174746	0	3.82321455880104e-05	0.00191160727940052	0.00458785747056125	0.0070984350308406	7.64642911760208e-05	0	0.00103226793087628	0.000127440485293368	0.000433297649997451
Desulfovibrionales	0.00140184533822705	0.0039124228985064	0.000662690523525514	0.00567110159555488	0.000662690523525514	0.000101952388234694	0.000191160727940052	0.00095580363970026	0.000369577407350767	0.000407809552938778	0.000254880970586736	0.00028036906764541	0.00257429780292603	0.00582403017790692	0.000904827445582913	0.000815619105877555	0.00109598817352296	0.00156751796910843	0.00370851812203701	0.00593872661467095	0.000165672630881378	0.000586226232349493	0.00103226793087628	0.00200081561910588	0.00126166080440434
Halobacterales	0	0	0	0	0.00591323851761228	0	0	0	0	0	0	0	0	0	0	0	0.00383595860733038	0	0	0.000573482183820156	0.000662690523525514	0.000828363154406892	0.00141458938675638	0.000841107202936229	0.00313503593821685
Clostridia_UCG-014	0.000101952388234694	0	0.000127440485293368	5.09761941173472e-05	0.00263801804557272	0	0.000152928582352042	0.000254880970586736	0.000101952388234694	0.000713666717642861	0.000127440485293368	0.000127440485293368	0.000764642911760208	0.00136361319263904	0.00156751796910843	0.000140184533822705	0.000688178620584187	8.92083397053576e-05	0.000535250038232146	7.64642911760208e-05	0.000127440485293368	0.00579854208084824	0.000305857164704083	0.00107050007646429	0.00234490492939797
Oceanospirillales	0	0	0	0.00446041698526788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308405974409951	0.002459601366162	0.0019753275220472	0.00433297649997451	0.00203904776469389	0.00488097058673599
RF39	0.000790131008818882	0.0029438752102768	0.000420553601468114	6.3720242646684e-05	0.00182239893969516	6.3720242646684e-05	7.64642911760208e-05	0.000879339348524239	7.64642911760208e-05	0.000242136922057399	0.000229392873528062	0	0.00063720242646684	0.00112147627058164	0.000407809552938778	0.000140184533822705	8.92083397053576e-05	6.3720242646684e-05	0.0011087322220523	0.00124891675587501	0.000101952388234694	0.00382321455880104	0.000331345261762757	0.000739154814701534	0.000649946474996177
Sphingobacteriales	0	0	7.64642911760208e-05	0	0	6.3720242646684e-05	0	0.00168221440587246	2.54880970586736e-05	0	0	0	3.82321455880104e-05	6.3720242646684e-05	0	0	0	0	5.09761941173472e-05	0.000114696436764031	0	0	0	0	0
Flavobacteriales	0	0	7.64642911760208e-05	0	0	0.000254880970586736	0	0.00163123821175511	0	3.82321455880104e-05	0	0	0	2.54880970586736e-05	0	0	0	2.54880970586736e-05	0	0.000140184533822705	0	0	0	0	0
Clostridia	0	0	0	0.000662690523525514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000573482183820156	0.000407809552938778	0.000611714329408167	0.000662690523525514	0.000458785747056125	0.00151654177499108
Micrococcales	5.09761941173472e-05	3.82321455880104e-05	0.00149105367793241	0.000114696436764031	0.000127440485293368	0.00028036906764541	5.09761941173472e-05	0.000611714329408166	2.54880970586736e-05	0	0	6.3720242646684e-05	0	0	8.92083397053576e-05	0	2.54880970586736e-05	7.64642911760208e-05	6.3720242646684e-05	0.000344089310292094	0	5.09761941173472e-05	6.3720242646684e-05	5.09761941173472e-05	0.000114696436764031
Elusimicrobiales	6.3720242646684e-05	0	0	0	0	0	0.000369577407350767	5.09761941173472e-05	1.27440485293368e-05	0.000140184533822705	7.64642911760208e-05	8.92083397053576e-05	0.000777386960289545	0.000165672630881378	6.3720242646684e-05	0	7.64642911760208e-05	6.3720242646684e-05	0.00124891675587501	2.54880970586736e-05	3.82321455880104e-05	0.00100677983381761	8.92083397053576e-05	3.82321455880104e-05	0.000395065504409441
