Taxonomy	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031
Desulfovibrionia	0.00140184533822705	0.0039124228985064	0.000662690523525514	0.00567110159555488	0.000662690523525514	0.000101952388234694	0.000191160727940052	0.00095580363970026	0.000369577407350767	0.000407809552938778	0.000254880970586736	0.00028036906764541	0.00257429780292603	0.00582403017790692	0.000904827445582913	0.000815619105877555	0.00109598817352296	0.00156751796910843	0.00370851812203701	0.00593872661467095	0.000165672630881378	0.000586226232349493	0.00103226793087628	0.00200081561910588	0.00126166080440434
Halobacteria	0	0	0	0	0.00591323851761228	0	0	0	0	0	0	0	0	0	0	0	0.00383595860733038	0	0	0.000573482183820156	0.000662690523525514	0.000828363154406892	0.00141458938675638	0.000841107202936229	0.00313503593821685
Elusimicrobia	6.3720242646684e-05	0	0	0	0	0	0.000369577407350767	5.09761941173472e-05	1.27440485293368e-05	0.000140184533822705	7.64642911760208e-05	8.92083397053576e-05	0.000777386960289545	0.000165672630881378	6.3720242646684e-05	0	7.64642911760208e-05	6.3720242646684e-05	0.00124891675587501	2.54880970586736e-05	3.82321455880104e-05	0.00100677983381761	8.92083397053576e-05	3.82321455880104e-05	0.000395065504409441
Cyanobacteriia	0	0	0	0	0	0	1.27440485293368e-05	0.000127440485293368	3.82321455880104e-05	8.92083397053576e-05	2.54880970586736e-05	1.27440485293368e-05	0	5.09761941173472e-05	2.54880970586736e-05	0.000535250038232146	0.000140184533822705	6.3720242646684e-05	0	0	0	0	6.3720242646684e-05	5.09761941173472e-05	0
Limnochordia	0	0	0	0.000165672630881378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114696436764031	0.000114696436764031	0.000127440485293368	0.00028036906764541	1.27440485293368e-05	0.000535250038232146
Campylobacteria	0	1.27440485293368e-05	0	0	0	0	0	0	0	0.000140184533822705	0	0.000114696436764031	0	0.000458785747056125	0	0	0	6.3720242646684e-05	0	0	0	0	6.3720242646684e-05	0	0
Saccharimonadia	0	0	2.54880970586736e-05	1.27440485293368e-05	1.27440485293368e-05	6.3720242646684e-05	0.000293113116174746	0.000178416679410715	2.54880970586736e-05	0	0.000420553601468114	7.64642911760208e-05	2.54880970586736e-05	0	5.09761941173472e-05	0	0	0.000191160727940052	3.82321455880104e-05	0	1.27440485293368e-05	0	0	0	0
Methanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0.000395065504409441	6.3720242646684e-05	0	0	0	0	0	0	0	0	6.3720242646684e-05	0	0.000140184533822705
Cloacimonadia	0	0	0	0.000140184533822705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82321455880104e-05	7.64642911760208e-05	2.54880970586736e-05	0.00028036906764541
Methanosarcinia	0	0	0	0.00028036906764541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27440485293368e-05	1.27440485293368e-05	0	2.54880970586736e-05	8.92083397053576e-05
