	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031
SSM01021	0.3904553130132054	0.2818603191817428	0.4031047567215099	0.390989373712326	0.3109832284601362	0.3530437828196182	0.3160977346397283	0.2617295706178537	0.2282579837135003	0.4186411809480471	0.5058144321322011	0.5085962088841242	0.2746875834728084	0.3270541140152309	0.3158478801980387	0	0.2999549895838167	0.3001107173676933	0.2915533210879357	0.2826643378378419	0.3530578600332646	0.2565574442541877	0.437187648896914	0.3792908824608272	0.357026954236409
TSY01022	0.38599748940781	0.3577879975014284	0.5672706485524452	0.3698297822068751	0.2941137465853529	0.3718442182892471	0.2652494727241793	0.2357985368391135	0.2576315365865647	0.4270072819633099	0.6356626797964585	0.6363425870380577	0.3114036006912987	0.3662907006657424	0.314686941104085	0.2999549895838167	0	0.3476538728864039	0.2601572909751293	0.2798803252848954	0.3923613428113756	0.3388330575945197	0.2410413739850068	0.3434860192630467	0.3277057155111164
DBM01024	0.2554133873400029	0.3230791865338442	0.4781274190320798	0.1950227249998072	0.2719776231179709	0.340694901632374	0.3710644931973971	0.2704574183928358	0.252393055943634	0.2174171046845011	0.5101245988936302	0.5448147821596787	0.2797078113509848	0.2766725245423378	0.310949316408227	0.3001107173676933	0.3476538728864039	0	0.2631702857475292	0.2731073741497936	0.4463932586394478	0.348072029533431	0.44947710945645	0.3455546172771066	0.3227791862874339
VHW01025	0.2968111464234625	0.2707708117497732	0.5112007913944077	0.2988076399978937	0.1593543381776582	0.2405161390812121	0.4029190285447576	0.1644490505739226	0.172638182169552	0.3303969130376735	0.5965240395220467	0.6287741521788441	0.1702238257144859	0.2595886051400508	0.1568807132897084	0.2915533210879357	0.2601572909751293	0.2631702857475292	0	0.06422021388097678	0.5196647025799913	0.2854726348031034	0.45335041869582	0.2095179641355187	0.186507883379603
SMG01026	0.3194004536397337	0.2536566186697226	0.489411864024021	0.3335642843437023	0.1552631615509793	0.2562827875986022	0.4230290203073833	0.1636417372109366	0.1411007933286326	0.3517901005116992	0.5826374366181514	0.6162192966203393	0.1547133742313357	0.27046378828995	0.172113550578424	0.2826643378378419	0.2798803252848954	0.2731073741497936	0.06422021388097678	0	0.5221531791213899	0.2652126651819139	0.4723840386179328	0.2317988561327931	0.21161010926554
KSS01027	0.6016745935946989	0.469528105061472	0.415563835248272	0.5075720397879918	0.5436619201651351	0.5686079399778688	0.2105201802873504	0.4675699522879806	0.4361848186788717	0.5648963332064405	0.3627994655833611	0.3934039483768207	0.5134151929176739	0.538108928129318	0.5541793093506112	0.3530578600332646	0.3923613428113756	0.4463932586394478	0.5196647025799913	0.5221531791213899	0	0.4617798928359895	0.3001720480829679	0.6020684456669302	0.5837637067833686
KRL01028	0.3567073526423784	0.1271142541221756	0.3010200939503919	0.3862421548368835	0.2186630755857134	0.3841366424450335	0.3992377097236054	0.2042052648488974	0.2627961317639598	0.3522075620273917	0.5200116543351621	0.5316943171800597	0.1785787913209752	0.2548995165449506	0.195951163434264	0.2565574442541877	0.3388330575945197	0.348072029533431	0.2854726348031034	0.2652126651819139	0.4617798928359895	0	0.4804338787339089	0.2791339483852689	0.2717606566122008
PBB01029	0.5248032835588242	0.4637326854910904	0.4968108522095198	0.4734956201485439	0.4952501325870783	0.5490399948312578	0.2116863084023409	0.4167720215574605	0.4501795555727124	0.5354873845976245	0.5366100459375942	0.5452051229446616	0.4894907751013849	0.4858287794598822	0.5228785416296898	0.437187648896914	0.2410413739850068	0.44947710945645	0.45335041869582	0.4723840386179328	0.3001720480829679	0.4804338787339089	0	0.5521779781630066	0.5277481185724775
DLD01030	0.2453218993816712	0.3089471026879128	0.5108288552354718	0.3039832465671088	0.1706989474438747	0.2330301675114401	0.4890756615334619	0.2460001386440851	0.2760877735491867	0.2499245781060119	0.6622080301381329	0.6692049223958093	0.2134384322057077	0.2472500752854938	0.1339766000268838	0.3792908824608272	0.3434860192630467	0.3455546172771066	0.2095179641355187	0.2317988561327931	0.6020684456669302	0.2791339483852689	0.5521779781630066	0	0.05610489031861478
PDD01031	0.219474086289644	0.3067933287953706	0.4996917497997569	0.2798807144521989	0.1571270570986038	0.2172080449260153	0.4701851806068232	0.2266066526884135	0.2557441611567891	0.2282289604316361	0.6384917371335894	0.6570424310139884	0.2012023650131769	0.2327310181620112	0.1311009860633249	0.357026954236409	0.3277057155111164	0.3227791862874339	0.186507883379603	0.21161010926554	0.5837637067833686	0.2717606566122008	0.5277481185724775	0.05610489031861478	0
