#OTU_num	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031	Taxonomy
ASV0	1019	1440	2028	1012	1445	497	428	945	867	379	621	313	385	734	1175	5551	26369	5840	646	476	351	656	32974	115	285	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella
ASV1	412	169	221	173	660	352	16263	307	4594	251	4008	8170	438	358	2706	10314	283	4857	893	297	14312	246	563	416	1038	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia
ASV2	20924	1399	258	12467	793	878	201	209	868	14775	479	414	928	675	257	0	131	12312	185	16	93	239	25	463	1055	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius
ASV3	5170	1052	254	295	3581	5451	339	7389	15554	361	114	162	2543	727	2489	717	1293	443	1538	1666	230	2374	134	70	663	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV4	1969	125	560	131	2942	2510	924	1148	459	356	100	102	1884	527	15870	255	4840	348	5666	5140	0	2635	0	75	528	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV5	1372	15336	2350	855	2546	180	409	2385	1478	1200	542	308	5414	1464	1806	367	298	310	394	461	675	451	621	4143	1139	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter
ASV6	379	215	690	106	516	8347	145	337	71	210	123	68	1033	1449	926	2350	3489	486	2690	2635	60	792	2481	97	17127	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV7	255	24	40	111	104	645	7	288	3212	241	22130	283	303	349	294	37	111	557	217	77	4596	50	1676	273	359	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis
ASV8	286	14	1084	119	73	28	164	933	183	198	249	94	5307	591	238	0	292	267	10398	14415	88	111	322	157	896	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister
ASV9	243	103	208	56	7410	27	108	3285	71	110	55	239	343	116	5214	0	172	50	212	194	37	64	87	5444	5216	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352;s__
ASV10	0	0	0	0	0	292	0	115	182	89	120	22646	131	131	141	0	70	188	107	0	0	0	0	435	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
ASV11	2383	1500	142	227	2225	2076	593	1667	3132	172	113	95	1020	879	924	1043	844	191	2494	2440	72	633	1209	0	457	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV12	2538	23	46	1538	122	165	30	145	379	13032	68	142	298	279	145	0	109	3151	150	27	19	203	0	1075	198	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola
ASV13	33	27	24	1865	126	57	4666	158	182	14	84	13	0	23	0	0	195	556	141	50	4287	68	8214	29	70	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae
ASV14	0	0	73	0	0	49	17	6359	11347	1776	72	58	87	114	262	0	34	249	115	135	137	26	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__Dialister_sp.
ASV15	320	32	713	1431	74	2218	310	149	277	232	6288	2705	450	370	188	726	57	225	138	38	880	817	182	98	211	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium
ASV16	931	359	1981	365	690	24	168	738	1053	1005	579	456	829	597	749	549	1051	186	433	626	1213	2587	266	814	977	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium
ASV17	67	1126	29	50	2101	769	60	67	581	61	0	230	103	123	67	573	0	44	961	1247	0	360	124	9950	196	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV18	409	50	102	0	2270	99	1907	1409	62	133	0	111	733	801	517	554	2582	147	2251	2139	0	47	0	482	1496	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV19	436	114	197	174	303	328	23	1791	186	676	471	215	2259	226	5712	124	262	185	132	116	27	384	200	1329	2353	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
ASV20	0	0	0	0	0	0	96	401	65	71	55	48	494	87	90	0	71	95	8759	6152	69	133	96	70	315	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio;s__
ASV21	168	1453	1316	1388	323	26	87	1009	241	225	151	96	1235	2146	853	251	184	84	1624	2048	53	645	290	189	534	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__
ASV22	136	63	0	0	213	6066	43	134	19	66	0	25	672	938	100	645	1456	282	871	814	0	165	0	0	4351	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV23	503	1146	146	161	472	91	195	934	126	1171	77	134	304	967	694	60	93	2219	537	739	110	1444	113	1544	1117	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_inulinivorans
ASV24	56	31	37	947	169	60	6684	1471	126	19	14	65	21	49	47	0	282	168	240	91	2882	39	57	99	39	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella
ASV25	189	1264	80	0	7214	1654	87	0	0	108	0	0	0	121	1260	0	89	62	0	0	0	1463	75	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV26	0	0	0	116	77	0	0	0	380	49	54	0	12	37	0	0	1441	0	0	65	10647	83	101	50	127	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae
ASV27	1017	1064	774	706	228	49	34	140	1127	986	97	501	1513	244	310	1128	408	126	155	286	500	421	117	1496	919	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium
ASV28	56	54	38	213	134	67	6358	1745	164	0	0	72	0	60	46	119	133	149	214	137	2998	26	72	121	47	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella
ASV29	331	51	42	77	136	22	4734	594	28	83	150	39	4220	402	612	0	114	61	803	631	7	15	91	10	567	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Prevotellaceae_bacterium
ASV30	64	25	41	1931	147	40	4215	1381	180	0	0	99	43	67	91	61	557	157	158	120	3235	0	70	106	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella
ASV31	0	0	61	213	6	0	85	19	457	153	32	55	58	95	12	4212	0	29	9	107	5554	2012	192	190	332	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1
ASV32	0	0	0	0	187	0	54	916	2853	100	60	41	168	198	336	55	2096	89	1512	1252	85	0	1394	439	1259	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV33	52	16	10	23	115	2216	12	62	444	70	3175	50	80	94	49	0	51	4570	64	40	426	24	469	19	568	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__
ASV34	49	39	9587	44	37	0	21	0	0	11	0	0	93	286	172	2462	0	0	21	12	0	0	0	0	24	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__
ASV35	152	4463	86	51	5672	60	94	0	0	0	0	0	0	247	0	0	115	0	0	23	12	0	498	25	253	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister
ASV36	121	633	1101	42	207	12	72	223	74	190	321	56	631	2163	781	139	184	70	1370	1869	41	1007	533	42	317	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__
ASV37	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	66	42	225	131	11291	147	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV38	56	1261	0	322	148	175	2360	245	2348	150	1156	856	30	190	61	145	250	263	160	57	103	402	241	26	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
ASV39	0	0	0	119	209	106	122	180	86	57	117	43	0	71	87	0	4430	138	77	0	0	0	5528	33	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella
ASV40	36	15	11	20	27	2439	11	110	136	43	62	6943	93	80	66	0	29	234	60	0	3	0	0	152	6	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_gasseri
ASV41	4243	37	87	72	648	792	383	2416	0	40	0	0	528	50	46	0	72	62	749	837	0	110	0	0	299	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV42	168	7852	87	80	400	70	105	0	0	40	0	0	0	409	126	734	0	0	243	222	0	613	0	30	74	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV43	702	271	688	0	227	159	45	1098	556	149	36	830	133	747	152	51	90	4011	152	251	181	58	0	194	270	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
ASV44	272	42	42	11	19	53	0	212	179	97	46	21	95	126	237	3108	85	146	57	144	4461	1200	196	143	169	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__
ASV45	737	173	184	919	43	144	629	78	197	178	2045	1937	81	145	43	11	13	213	48	12	274	23	82	57	399	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum
ASV46	0	0	0	0	0	0	0	345	0	42	0	147	68	0	0	0	0	0	1427	1397	0	383	463	3705	1159	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV47	599	516	153	931	128	99	36	353	463	144	733	403	319	246	297	189	86	1246	154	190	552	55	98	576	299	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium
ASV48	0	60	0	0	0	0	0	37	29	80	21	25	67	8583	54	0	33	46	60	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
ASV49	1177	580	208	65	190	34	140	299	87	335	101	48	461	309	289	0	396	82	1304	1780	54	258	142	0	368	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group
ASV50	83	19	23	18	69	4424	11	114	479	18	88	2422	64	30	52	0	100	240	29	0	12	2	22	64	10	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_mucosae
ASV51	61	39	38	0	78	143	936	130	4767	96	0	25	63	231	491	70	0	0	125	51	73	432	0	0	128	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV52	155	0	0	0	140	0	10	196	69	142	65	46	3375	186	474	497	1586	121	678	454	0	0	7	12	260	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV53	44	143	0	75	44	43	0	54	36	358	8	235	95	40	26	34	20	50	30	87	370	5447	124	92	325	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__
ASV54	248	488	86	465	275	45	84	235	326	178	2169	308	429	158	203	279	97	108	176	126	149	332	124	294	413	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__
ASV55	99	41	304	0	0	0	0	428	0	103	0	0	163	746	175	472	0	34	870	780	25	870	0	0	3669	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV56	60	39	2302	242	79	271	1748	37	95	178	1296	64	18	32	81	0	9	272	97	30	249	20	50	41	55	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium
ASV57	178	102	3269	94	151	48	182	443	66	188	110	36	208	149	217	887	59	30	88	85	88	402	88	152	301	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea
ASV58	0	0	0	25	0	0	0	108	0	51	6137	71	93	85	66	0	40	117	0	0	0	0	275	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis
ASV59	44	0	30	0	0	0	0	3286	105	36	0	26	716	161	2640	38	75	63	66	68	0	0	0	0	72	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV60	1619	201	697	2734	163	79	46	336	126	31	55	55	81	67	94	11	23	40	14	25	7	76	93	170	296	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae
ASV61	0	143	15	0	0	138	0	300	79	160	12	53	102	718	56	0	37	4120	51	30	17	521	0	239	475	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae
ASV62	513	171	1274	473	302	30	41	73	364	420	50	24	318	298	357	160	48	20	95	122	322	345	102	161	748	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium
ASV63	0	0	0	0	0	0	0	0	115	0	5002	53	0	63	0	0	0	0	0	0	718	0	292	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis
ASV64	81	387	0	0	128	0	0	152	23	67	85	0	1070	704	226	0	759	58	934	977	0	0	815	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV65	1442	82	33	477	442	118	86	0	110	515	0	49	92	245	41	0	0	1881	0	0	0	177	75	364	116	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus
ASV66	0	46	119	0	152	0	0	130	36	69	34	35	253	376	162	4690	1050	68	220	69	3	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
ASV67	20	65	95	4	35	3	18	221	48	81	46	64	280	81	3246	0	29	47	587	554	18	24	43	441	97	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group;s__
ASV68	76	421	548	0	118	3259	38	0	0	45	0	0	0	50	49	0	0	133	325	355	0	592	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV69	2492	0	0	752	1402	740	0	0	0	0	0	0	108	0	0	0	0	59	0	0	0	0	246	0	207	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__Dialister_succinatiphilus
ASV70	0	0	0	0	0	0	56	2126	52	51	29	36	51	63	64	0	29	41	1883	1305	16	49	42	14	65	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group;s__
ASV71	76	60	1324	40	1616	20	22	881	38	61	24	22	35	793	209	127	50	22	44	50	2	147	36	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group;s__
ASV72	106	55	2338	224	53	13	20	517	24	76	48	47	300	488	200	0	70	32	37	45	6	435	81	276	205	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__
ASV73	0	0	0	113	0	57	0	32	23	4774	15	28	51	80	39	0	27	50	36	0	0	87	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus
ASV74	2	10	0	0	0	14	240	14	133	5	231	187	18	30	12	4204	0	472	17	22	969	29	42	55	43	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__
ASV75	0	77	0	0	0	0	16	112	48	61	0	39	76	4253	215	420	87	51	151	148	0	0	0	4	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__
ASV76	0	0	0	0	0	0	0	24	40	24	29	4563	26	29	26	0	0	44	0	0	0	0	0	106	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii
ASV77	146	0	0	3261	50	17	28	47	33	52	27	23	1099	39	40	0	30	0	23	0	0	170	0	0	199	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group;s__
ASV78	19	0	0	0	0	0	0	0	0	0	0	105	404	0	0	0	0	0	0	0	0	0	0	4722	92	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV79	0	17	12	252	27	0	0	0	0	0	62	0	0	0	0	0	82	0	0	0	0	25	4655	20	146	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter
ASV80	163	214	1642	136	101	89	69	36	138	556	152	53	141	92	138	60	69	539	53	35	124	223	63	65	224	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus
ASV81	34	1453	16	20	82	1477	34	57	177	161	207	59	136	182	31	0	303	296	56	48	100	144	27	10	50	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius
ASV82	73	51	48	1117	63	43	0	57	29	2212	13	42	56	68	56	2	34	672	67	44	10	66	44	0	138	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
ASV83	42	0	8	0	0	0	22	154	0	29	9	8	909	45	334	333	38	35	1717	1238	5	6	7	8	152	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotellaceae_bacterium
ASV84	159	301	0	40	64	0	33	158	0	0	0	0	51	43	370	0	0	0	924	1163	0	0	0	524	1296	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV85	11	4	0	0	13	158	0	34	324	22	31	3465	48	40	20	0	0	100	21	0	8	26	0	85	9	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
ASV86	65	1861	35	41	77	14	31	30	23	1878	12	23	68	195	33	0	62	12	66	0	0	63	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
ASV87	60	245	1040	30	247	10	30	66	19	51	69	27	487	446	362	57	33	12	360	347	8	243	88	251	145	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__
ASV88	0	6	61	221	204	7	10	877	108	144	64	153	136	194	289	0	1203	93	128	65	6	11	10	599	15	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Clostridiaceae_bacterium
ASV89	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	4534	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV90	33	17	2	1	843	0	2	3	11	11	4	8	6	3583	7	0	6	4	5	0	0	0	0	0	30	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia
ASV91	67	1505	115	38	79	8	19	32	347	433	19	63	234	563	92	105	38	17	36	31	12	33	16	504	144	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__Eubacterium_coprostanoligenes_group;s__
ASV92	73	24	3848	33	55	18	15	0	0	0	0	0	23	0	250	8	0	0	0	0	0	0	0	0	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
ASV93	176	126	785	2239	194	108	82	24	32	0	24	19	20	50	89	0	44	130	6	0	7	0	0	130	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
ASV94	98	216	298	62	3047	32	41	0	0	14	0	0	0	22	55	0	45	0	0	0	0	125	0	0	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
ASV95	0	0	0	327	0	0	0	0	187	2527	32	38	46	74	0	0	0	667	0	0	49	38	35	220	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola
ASV96	61	17	2795	22	52	0	30	57	18	0	8	17	289	0	141	0	0	0	302	382	0	5	8	0	55	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_stercorea
ASV97	14	0	0	987	67	31	121	120	81	9	0	0	25	20	21	0	416	197	22	45	1756	0	15	0	45	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter
ASV98	24	0	0	19	61	0	0	0	0	125	0	0	155	0	0	2700	0	26	41	52	20	1649	0	0	88	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella
ASV99	69	141	69	38	50	109	139	276	130	67	212	28	503	158	96	144	34	1172	76	26	227	38	36	46	135	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella
ASV100	1231	382	147	54	75	22	21	150	14	32	34	49	152	66	378	19	71	15	76	122	13	78	51	576	186	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus
ASV101	47	21	0	0	49	3645	17	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_porci
ASV102	84	32	278	111	100	41	2506	0	0	33	20	19	2	5	17	0	0	34	209	0	0	0	0	12	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes
ASV103	5	105	194	0	15	0	23	89	12	20	1519	13	15	261	24	1539	16	16	32	37	0	83	56	2	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__
ASV104	29	295	407	21	1019	12	17	14	9	95	3	8	39	138	108	0	48	102	28	61	8	921	24	11	57	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
ASV105	0	0	0	0	0	898	0	0	227	173	1847	0	0	40	0	0	0	51	0	0	63	0	47	0	194	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__
ASV106	0	0	0	0	0	0	0	0	0	0	0	3142	0	0	0	0	0	0	0	0	0	0	0	62	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
ASV107	0	255	0	0	0	0	0	0	0	2939	0	0	0	63	0	0	0	0	0	0	0	39	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius
ASV108	22	16	29	10	667	4	6	17	20	2121	18	14	36	36	58	0	36	16	20	0	0	86	0	0	44	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_xylanophilum_group;s__
ASV109	0	0	0	0	3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri
ASV110	50	24	23	2898	51	18	22	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	101	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_finegoldii
ASV111	36	18	22	24	77	29	2026	26	30	25	31	36	24	59	27	0	217	108	202	70	22	16	10	3	9	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella
ASV112	0	0	0	0	47	0	0	20	0	55	1725	132	0	541	126	0	28	22	14	0	0	406	57	8	24	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__
