# Constructed from biom file
#OTU ID	AEO01016	APA01019	AR001017	DBM01024	DLD01030	EMS01018	KRL01028	KSS01027	LPK01006	MML01014	MRK01020	MSY01012	PBB01029	PDD01031	PRK01002	RRG01015	RRM01008	RSM01009	SMG01004	SMG01005	SMG01026	SSM01021	TSY01022	VHW01025	YRB01013
a4d98ca36dc66a0161e195b9a625b708	115.0	1350.0	215.0	3096.0	2212.0	402.0	2090.0	175.0	244.0	185.0	976.0	306.0	162.0	1219.0	682.0	1782.0	752.0	130.0	1669.0	220.0	1062.0	58.0	134.0	788.0	1327.0
6c50dd3cf297cf30eaf754d064def0bb	21.0	68.0	105.0	234.0	143.0	27.0	57.0	4548.0	1439.0	186.0	67.0	10461.0	80.0	43.0	75.0	29.0	270.0	84.0	45.0	56.0	131.0	0.0	406.0	353.0	2088.0
8c4f625dc8812c46062ec26d7fc8a3db	0.0	169.0	0.0	87.0	0.0	0.0	2117.0	0.0	0.0	0.0	1768.0	137.0	108.0	0.0	256.0	164.0	11486.0	2340.0	1843.0	120.0	0.0	0.0	128.0	0.0	0.0
773bbf7c67ccc42a428633b10658b17f	81.0	50.0	0.0	0.0	72.0	17.0	120.0	16800.0	177.0	559.0	0.0	0.0	143.0	139.0	0.0	75.0	123.0	0.0	0.0	0.0	93.0	0.0	2072.0	0.0	0.0
367da03193554afa419233cf58aa75c7	143.0	342.0	799.0	176.0	2142.0	1996.0	610.0	790.0	1073.0	1659.0	435.0	53.0	167.0	1003.0	1379.0	1501.0	364.0	70.0	1552.0	1161.0	412.0	1128.0	587.0	228.0	200.0
18a9028dff6d3759193ec26771449c1c	0.0	85.0	113.0	209.0	173.0	0.0	37.0	4729.0	324.0	240.0	65.0	9950.0	103.0	51.0	76.0	0.0	213.0	95.0	79.0	57.0	197.0	119.0	192.0	314.0	2478.0
72f64e85392f13ecee7d26ba5fd93335	224.0	560.0	63.0	86.0	15.0	5567.0	22.0	12.0	118.0	42.0	860.0	7409.0	130.0	619.0	449.0	124.0	218.0	32.0	74.0	63.0	907.0	0.0	164.0	1177.0	844.0
bb37db43a4cba4e7297f7ea91a9c16c9	0.0	93.0	158.0	219.0	151.0	57.0	0.0	5104.0	2936.0	265.0	126.0	6597.0	99.0	0.0	87.0	0.0	233.0	56.0	36.0	62.0	172.0	61.0	802.0	232.0	1961.0
4e29949fbf33f687665c7ec95d0b1b26	47.0	133.0	87.0	40.0	273.0	77.0	2912.0	8764.0	323.0	672.0	18.0	132.0	274.0	362.0	0.0	233.0	10.0	0.0	0.0	91.0	154.0	4212.0	0.0	13.0	28.0
3eda846ce814dd746d931203746b2d75	91.0	276.0	66.0	124.0	629.0	222.0	0.0	135.0	0.0	4200.0	471.0	86.0	1988.0	1373.0	0.0	153.0	298.0	0.0	0.0	0.0	1799.0	55.0	3016.0	2217.0	1300.0
fadd383dcdfb88f5dc48f7038592a729	4738.0	131.0	80.0	6381.0	27.0	106.0	35.0	673.0	36.0	654.0	69.0	20.0	668.0	619.0	69.0	108.0	184.0	3134.0	24.0	15.0	58.0	0.0	74.0	95.0	89.0
af17873bd26e0db6a5397e4d013d02b3	0.0	399.0	0.0	0.0	0.0	121.0	0.0	0.0	65.0	0.0	241.0	33.0	0.0	26.0	67.0	17.0	59.0	0.0	55.0	14377.0	14.0	2460.0	0.0	32.0	0.0
2e294c31958dc79650f9c41f1514bec3	0.0	344.0	0.0	0.0	35.0	0.0	0.0	18.0	78.0	0.0	0.0	148.0	711.0	276.0	207.0	0.0	9032.0	82.0	6508.0	127.0	34.0	0.0	165.0	0.0	0.0
04b8458f4bfd4c1c9749a946c7f148ce	479.0	3020.0	90.0	98.0	60.0	833.0	1456.0	64.0	62.0	110.0	1098.0	113.0	761.0	346.0	165.0	290.0	330.0	17.0	923.0	1652.0	2685.0	140.0	265.0	2008.0	317.0
c2eddec1e38393e26c177bf54864d92e	0.0	0.0	341.0	0.0	16169.0	0.0	323.0	66.0	0.0	0.0	0.0	0.0	186.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0
599a73cad76351bcc6176f64e183b643	1725.0	265.0	1367.0	368.0	38.0	36.0	582.0	163.0	490.0	3457.0	87.0	3691.0	343.0	0.0	76.0	229.0	236.0	246.0	1839.0	0.0	82.0	145.0	359.0	235.0	348.0
4982bbaf199abfd1057d12302f1c1321	175.0	100.0	69.0	191.0	48.0	0.0	0.0	0.0	181.0	128.0	123.0	191.0	7887.0	0.0	0.0	87.0	333.0	150.0	0.0	0.0	0.0	0.0	6374.0	113.0	256.0
f3ca08f9bbac735a9686685ad95f238e	93.0	113.0	11075.0	328.0	218.0	122.0	0.0	4.0	30.0	198.0	91.0	16.0	0.0	6.0	48.0	65.0	44.0	3450.0	22.0	17.0	0.0	0.0	43.0	87.0	156.0
829b1d05aa0030faef5a438692dd534c	0.0	71.0	0.0	86.0	0.0	696.0	160.0	0.0	110.0	0.0	65.0	600.0	0.0	327.0	5751.0	61.0	1032.0	1121.0	54.0	131.0	1200.0	0.0	105.0	1098.0	3431.0
2541e3970b637961e146802835851225	0.0	571.0	0.0	0.0	44.0	0.0	888.0	0.0	121.0	0.0	178.0	165.0	0.0	81.0	228.0	62.0	638.0	99.0	11449.0	130.0	319.0	734.0	0.0	354.0	0.0
cc1f106dae404eca16e3b7d588d58645	54.0	1043.0	1324.0	5602.0	279.0	175.0	84.0	287.0	0.0	819.0	214.0	70.0	0.0	295.0	952.0	226.0	362.0	226.0	395.0	1030.0	361.0	51.0	129.0	223.0	1559.0
51c88352cb0925e74ba66a7dd7cde265	69.0	176.0	34.0	205.0	203.0	125.0	1737.0	7040.0	18.0	264.0	334.0	0.0	278.0	183.0	366.0	144.0	31.0	76.0	62.0	64.0	201.0	3109.0	123.0	84.0	302.0
cd4a4cd5016bf44fe442b7072a21e1eb	3048.0	200.0	3089.0	298.0	83.0	107.0	33.0	433.0	1395.0	290.0	61.0	985.0	116.0	436.0	999.0	271.0	70.0	204.0	253.0	275.0	17.0	11.0	19.0	71.0	112.0
392a676acb2642e9c29a21884bf95d7f	0.0	0.0	234.0	0.0	5306.0	90.0	553.0	0.0	0.0	0.0	0.0	0.0	660.0	1264.0	0.0	65.0	0.0	0.0	0.0	0.0	2007.0	0.0	0.0	2091.0	490.0
40f80939e6303ce27ee4934e5332b44d	1094.0	343.0	642.0	1739.0	826.0	421.0	81.0	871.0	1415.0	679.0	417.0	56.0	140.0	326.0	813.0	220.0	204.0	141.0	753.0	230.0	274.0	190.0	124.0	226.0	500.0
af8a59cf3d644b68ea9c055d87114a90	32.0	11979.0	39.0	62.0	0.0	89.0	0.0	0.0	0.0	44.0	76.0	0.0	0.0	0.0	0.0	123.0	0.0	0.0	88.0	0.0	0.0	0.0	45.0	87.0	53.0
715d62eee33583e65e47a4ab721248dd	150.0	432.0	77.0	113.0	0.0	609.0	374.0	85.0	96.0	125.0	406.0	219.0	202.0	402.0	1597.0	510.0	304.0	45.0	847.0	312.0	2556.0	0.0	570.0	1911.0	425.0
6c7a7724773d8ff99763aafa0a02ece2	131.0	41.0	3864.0	333.0	91.0	84.0	3.0	19.0	28.0	705.0	74.0	18.0	32.0	11.0	112.0	28.0	110.0	6258.0	27.0	35.0	0.0	0.0	144.0	42.0	162.0
bdcb42bf6425abf1405a4798e0f0ca5f	0.0	322.0	41.0	0.0	0.0	83.0	625.0	112.0	0.0	7016.0	691.0	1464.0	0.0	140.0	83.0	147.0	124.0	200.0	57.0	57.0	74.0	70.0	0.0	184.0	184.0
cf3066a41092683ba43872abdb6c99b9	97.0	261.0	74.0	170.0	17.0	4452.0	0.0	0.0	0.0	101.0	666.0	16.0	11.0	284.0	206.0	215.0	223.0	0.0	0.0	0.0	651.0	496.0	2282.0	994.0	278.0
eccab839a45edd87251e3c3f36b9001b	10.0	56.0	374.0	68.0	132.0	125.0	7880.0	583.0	115.0	53.0	37.0	0.0	177.0	354.0	59.0	545.0	71.0	60.0	209.0	0.0	124.0	33.0	27.0	43.0	75.0
f2735c286490a71c359f4d5db6bdd217	3237.0	221.0	492.0	151.0	422.0	566.0	481.0	236.0	708.0	480.0	286.0	132.0	178.0	451.0	337.0	271.0	437.0	64.0	711.0	129.0	182.0	279.0	140.0	258.0	334.0
f2ef770661f8e5f12cc7df7098d0508f	0.0	1042.0	0.0	46.0	0.0	216.0	1260.0	41.0	0.0	0.0	246.0	0.0	0.0	4001.0	135.0	157.0	0.0	0.0	58.0	457.0	1121.0	472.0	0.0	1275.0	608.0
6a8e34c34c852052fbb2ef47f31923cf	1934.0	45.0	97.0	381.0	59.0	25.0	29.0	393.0	368.0	138.0	113.0	2733.0	72.0	60.0	82.0	270.0	126.0	383.0	58.0	3453.0	41.0	0.0	14.0	143.0	53.0
547f7f631b685c5f07486e3170f16ea4	163.0	208.0	58.0	42.0	219.0	273.0	582.0	139.0	144.0	95.0	305.0	285.0	125.0	328.0	242.0	286.0	241.0	66.0	149.0	4901.0	123.0	886.0	85.0	128.0	628.0
8fab93796f626531f49f6804fc0a95e1	9157.0	119.0	114.0	163.0	0.0	122.0	0.0	0.0	38.0	0.0	93.0	0.0	393.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	154.0
0f0ac6d33bcfe3869a70792a80a5eb3e	0.0	225.0	42.0	87.0	0.0	945.0	0.0	0.0	0.0	156.0	3708.0	0.0	0.0	79.0	60.0	54.0	0.0	0.0	0.0	46.0	98.0	39.0	105.0	98.0	4666.0
3ec9a72eea2934c7e20bf5e3840b3935	83.0	94.0	86.0	56.0	244.0	107.0	110.0	11.0	4155.0	185.0	131.0	72.0	133.0	323.0	2195.0	42.0	261.0	111.0	294.0	1046.0	36.0	11.0	34.0	19.0	474.0
fcf9f2a64a65f067d37613330b00d4a6	19.0	1003.0	86.0	5753.0	338.0	135.0	753.0	25.0	0.0	116.0	79.0	0.0	0.0	518.0	0.0	244.0	0.0	195.0	207.0	22.0	43.0	0.0	53.0	74.0	426.0
6184f0b1e75cda5265da4646ba5fe76b	76.0	417.0	38.0	29.0	231.0	420.0	500.0	507.0	719.0	536.0	502.0	65.0	144.0	816.0	696.0	639.0	482.0	41.0	248.0	1910.0	175.0	160.0	69.0	139.0	104.0
13ef285ba9f99210d37748d015990e9e	7464.0	88.0	85.0	0.0	0.0	0.0	0.0	1134.0	0.0	169.0	0.0	0.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377cddcce2a6ba9947622b1d95864a13	127.0	984.0	0.0	81.0	0.0	1412.0	0.0	0.0	0.0	34.0	318.0	0.0	1163.0	0.0	108.0	102.0	203.0	0.0	562.0	0.0	1402.0	0.0	1092.0	1369.0	216.0
fd204f7a88e546b2288fb9b86489ba32	0.0	340.0	77.0	2628.0	522.0	121.0	255.0	0.0	726.0	163.0	58.0	134.0	106.0	125.0	1956.0	784.0	704.0	164.0	121.0	50.0	0.0	0.0	0.0	0.0	0.0
2f7271293c4ad0a004821c7b8a99a212	52.0	525.0	57.0	95.0	0.0	335.0	0.0	5.0	0.0	54.0	227.0	0.0	0.0	0.0	0.0	105.0	243.0	0.0	67.0	179.0	98.0	4690.0	1511.0	323.0	186.0
ede0ef73350bd4109ff197bd6aec5072	69.0	114.0	102.0	66.0	633.0	370.0	35.0	29.0	7.0	72.0	4560.0	27.0	62.0	106.0	25.0	123.0	56.0	5.0	93.0	142.0	796.0	0.0	42.0	861.0	313.0
2acd0b028a24314554f8aace59b087d4	0.0	69.0	0.0	184.0	0.0	0.0	857.0	0.0	0.0	0.0	69.0	60.0	0.0	0.0	104.0	69.0	188.0	4610.0	614.0	822.0	510.0	0.0	0.0	477.0	0.0
3a90aa033371f41fc4b71cadd0a19b4c	0.0	0.0	0.0	83.0	0.0	141.0	0.0	0.0	1143.0	0.0	0.0	0.0	351.0	226.0	3379.0	0.0	2234.0	1045.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f764b36e761759e2af2a6ed83d2aaaa	42.0	88.0	59.0	58.0	20.0	68.0	71.0	23.0	0.0	75.0	89.0	87.0	61.0	71.0	0.0	78.0	0.0	0.0	0.0	0.0	1875.0	0.0	43.0	2760.0	3019.0
a448970de11b09c53971e6ae439c3e85	37.0	1108.0	33.0	31.0	5.0	44.0	213.0	3.0	61.0	57.0	294.0	35.0	51.0	0.0	103.0	93.0	2574.0	29.0	87.0	1987.0	73.0	128.0	72.0	64.0	1250.0
b6ca57b9cf5e2d88922807a1cc3e237b	71.0	682.0	75.0	46.0	395.0	396.0	630.0	11.0	341.0	35.0	281.0	31.0	115.0	221.0	145.0	117.0	84.0	18.0	80.0	3508.0	63.0	0.0	97.0	55.0	734.0
93f25790fc078514a29e60f1b9f2ae90	22.0	112.0	42.0	71.0	0.0	68.0	124.0	0.0	171.0	35.0	55.0	0.0	0.0	0.0	0.0	7262.0	0.0	81.0	0.0	0.0	0.0	0.0	39.0	51.0	45.0
c350d6d15f19e81d0284b02874ba1df8	344.0	41.0	299.0	660.0	79.0	22.0	42.0	1528.0	0.0	191.0	15.0	375.0	61.0	47.0	4.0	8.0	0.0	20.0	15.0	0.0	32.0	4204.0	0.0	26.0	20.0
7ce98cea781747a0ba923b48fdaed593	0.0	5937.0	63.0	72.0	7.0	100.0	0.0	0.0	0.0	71.0	302.0	26.0	0.0	0.0	0.0	92.0	0.0	0.0	113.0	0.0	212.0	420.0	124.0	222.0	160.0
b31ea4c3ac379ab96c5eff03d5ad7fb8	44.0	39.0	7280.0	61.0	146.0	34.0	0.0	0.0	0.0	57.0	37.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
675783333d5522953a635873005580c9	39.0	55.0	37.0	0.0	0.0	1451.0	244.0	0.0	4957.0	50.0	53.0	42.0	0.0	217.0	196.0	79.0	79.0	23.0	0.0	0.0	0.0	0.0	43.0	35.0	67.0
32988e1ea3759f4998fedbd0b3f1980b	0.0	0.0	168.0	0.0	6763.0	533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93654e5bf80c35b236bcc4014aec890d	93.0	0.0	0.0	0.0	30.0	0.0	36.0	0.0	383.0	0.0	0.0	0.0	6642.0	158.0	0.0	0.0	42.0	0.0	26.0	17.0	0.0	0.0	118.0	0.0	0.0
f6f530f92555939ea54e52ff48dd49cb	227.0	129.0	81.0	753.0	94.0	186.0	324.0	193.0	208.0	203.0	192.0	107.0	91.0	245.0	222.0	846.0	162.0	127.0	312.0	2463.0	51.0	59.0	100.0	73.0	51.0
849154d1fef3cbacbdede1343a55ac92	309.0	254.0	92.0	413.0	15.0	178.0	208.0	159.0	31.0	261.0	42.0	53.0	38.0	55.0	47.0	244.0	131.0	2090.0	2119.0	25.0	68.0	0.0	437.0	82.0	82.0
c4bf908610bf22c42dd14993f138e24b	20.0	95.0	68.0	938.0	0.0	75.0	95.0	16.0	1696.0	43.0	78.0	0.0	62.0	151.0	99.0	3366.0	101.0	61.0	75.0	73.0	64.0	2.0	48.0	97.0	82.0
2cd4365a9e4b771eef31dc320bc8b349	13.0	63.0	14.0	50.0	12.0	1200.0	10.0	8.0	0.0	0.0	470.0	35.0	10.0	166.0	54.0	45.0	0.0	0.0	0.0	13.0	1778.0	334.0	55.0	2515.0	220.0
1f1720abb615a906f17f01a2c748607d	0.0	61.0	0.0	0.0	751.0	68.0	0.0	0.0	60.0	0.0	520.0	51.0	0.0	1413.0	215.0	0.0	101.0	0.0	438.0	0.0	1671.0	0.0	0.0	1354.0	225.0
244bee25b63f157f89f1e97e608f5c47	47.0	56.0	5527.0	141.0	122.0	63.0	38.0	14.0	0.0	477.0	29.0	0.0	0.0	10.0	15.0	33.0	22.0	224.0	7.0	0.0	0.0	0.0	0.0	31.0	48.0
69fb42988e0a038de312b59fc31ed5ea	18.0	269.0	37.0	17.0	0.0	91.0	92.0	0.0	63.0	34.0	47.0	49.0	0.0	0.0	89.0	2857.0	121.0	20.0	2714.0	53.0	0.0	0.0	89.0	98.0	44.0
1af89e0412a7ff7bb73ad842ace8022c	104.0	623.0	44.0	17.0	360.0	643.0	350.0	13.0	47.0	29.0	509.0	48.0	126.0	159.0	80.0	79.0	391.0	14.0	358.0	1560.0	499.0	57.0	48.0	528.0	94.0
9f9320449cb0243f72c46d5481fb25ec	96.0	271.0	243.0	130.0	859.0	180.0	16.0	10.0	336.0	157.0	406.0	16.0	15.0	17.0	0.0	218.0	325.0	10.0	10.0	92.0	94.0	0.0	1730.0	188.0	1246.0
3abf10c0fb708bc94c3ea4dd299e0970	0.0	0.0	144.0	0.0	6495.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31f232781685558bf9d62e35e8f237f9	6.0	5002.0	12.0	6.0	0.0	8.0	0.0	0.0	2.0	17.0	10.0	2.0	0.0	33.0	46.0	17.0	1340.0	0.0	25.0	4.0	0.0	0.0	9.0	8.0	5.0
8cf144d1a2cb9b742b5e647ae3937887	27.0	785.0	99.0	24.0	721.0	309.0	47.0	20.0	58.0	511.0	130.0	30.0	23.0	157.0	89.0	657.0	126.0	12.0	2194.0	173.0	42.0	106.0	55.0	53.0	46.0
e7ab35851476f267f7c28374071adad1	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	51.0	0.0	352.0	24.0	0.0	6.0	99.0	0.0	88.0	26.0	35.0	5772.0	0.0	8.0	0.0	0.0	0.0
ddbf23c8c5653d14479d9bf997ef7e1b	35.0	69.0	29.0	182.0	186.0	26.0	0.0	12.0	3401.0	46.0	126.0	128.0	0.0	0.0	239.0	0.0	310.0	152.0	183.0	1178.0	0.0	0.0	61.0	10.0	33.0
0e99178baf7d64d3cc5b178b69941d13	0.0	29.0	0.0	0.0	0.0	0.0	182.0	0.0	93.0	0.0	77.0	65.0	0.0	12.0	134.0	22.0	4852.0	44.0	316.0	447.0	0.0	0.0	65.0	0.0	0.0
e909e35b246e5a19d9f561c40059fbc7	48.0	100.0	59.0	932.0	314.0	61.0	55.0	77.0	498.0	276.0	0.0	0.0	50.0	0.0	0.0	3845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d46bee96430838464d394a3674b68ab7	13.0	0.0	28.0	0.0	0.0	382.0	8.0	0.0	32.0	26.0	198.0	47.0	12.0	60.0	82.0	0.0	84.0	0.0	25.0	4193.0	549.0	0.0	0.0	441.0	80.0
e1481236cfd7f904a27a92e7ee8aef30	0.0	27.0	0.0	275.0	0.0	34.0	0.0	2770.0	1500.0	120.0	29.0	186.0	22.0	50.0	20.0	15.0	107.0	43.0	0.0	0.0	66.0	0.0	599.0	30.0	171.0
5c72d15d64a894030799d518b8ceed95	0.0	0.0	0.0	37.0	0.0	203.0	2385.0	32.0	30.0	0.0	0.0	0.0	0.0	94.0	33.0	191.0	98.0	0.0	0.0	0.0	75.0	2700.0	0.0	61.0	0.0
d443d45b9452b33e2f15317f488a8aff	317.0	220.0	44.0	1637.0	64.0	663.0	54.0	357.0	57.0	192.0	136.0	218.0	52.0	148.0	93.0	100.0	81.0	154.0	206.0	104.0	37.0	144.0	50.0	110.0	393.0
7c3cc6005da2f728eacac44a313594cc	50.0	92.0	77.0	19.0	825.0	201.0	114.0	21.0	82.0	19.0	532.0	32.0	73.0	203.0	1667.0	50.0	120.0	30.0	558.0	221.0	176.0	19.0	103.0	111.0	212.0
0cc754f6ef6a22f12474c1399f7ea97e	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	61.0	0.0	74.0	5156.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
361d5fcf93ca753fe4872c98a62972b3	30.0	7.0	31.0	47.0	17.0	3.0	0.0	0.0	170.0	0.0	25.0	3923.0	0.0	0.0	113.0	50.0	160.0	59.0	47.0	417.0	0.0	0.0	0.0	307.0	0.0
11fb5435de9654fcd1ba0ca103e584a3	2266.0	365.0	21.0	18.0	4.0	19.0	120.0	0.0	0.0	18.0	34.0	37.0	80.0	0.0	7.0	31.0	24.0	0.0	154.0	292.0	53.0	1539.0	23.0	47.0	126.0
106e7b500ae808e8f6f37f04333692db	4.0	194.0	12.0	141.0	17.0	51.0	1333.0	13.0	32.0	14.0	152.0	28.0	32.0	63.0	40.0	145.0	1624.0	18.0	431.0	611.0	88.0	0.0	70.0	39.0	17.0
7cb588b5b3c2e0c29276780e6f0bba2e	2757.0	56.0	0.0	72.0	0.0	0.0	0.0	100.0	0.0	334.0	0.0	0.0	66.0	212.0	0.0	263.0	0.0	1269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ebd265c7486b8f8267ea6c84d6953c6	0.0	0.0	5012.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
